id,food_name,food_name2_no_quotation,food_group,nutrition_group,Edible conversion factor,Energy_kj,Energy_kcal ,Water,Protein,Fat,Carbohydrate available ,Fibre,Ash,Ca,Fe,Mg,P,K,Na,Zn,Se,Vit A-RAE,Vit A-RE,Retinol ,b-carotene equivalent ,Thiamin ,Riboflavin ,Niacin,Dietary Folate Eq.,Food folate ,Vit B12 ,Vit C,food_group_unicef
7027,"Egg, chicken, whole, boiled (without salt)","Egg, chicken, whole, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.87,558,134,75.9,12.7,8.1,2,0,0.9,51,1.6,13,171,120,147,1.07,21,177,177,177,0,0.09,0.41,0,66,66,1,0,Flesh foods 
7028,"Egg, chicken, whole, poached (without salt)","Egg, chicken, whole, poached (without salt)","MEAT, POULTRY AND EGGS",,1,634,152,72.6,14.4,9.2,3,0,1,58,1.9,15,194,136,167,1.21,24,201,201,201,0,0.1,0.46,0,75,75,2,0,Flesh foods 
7012,"Egg, chicken, yolk, raw   ","Egg, chicken, yolk, raw   ","MEAT, POULTRY AND EGGS",,0.31,1370,331,51,16.1,28.2,3.2,0,1.5,130,6,8,398,104,50,2.5,56,449,449,449,[0],0.19,0.4,0,120,120,4,0,Flesh foods 
7029,"Egg, chicken, yolk, boiled (without salt)","Egg, chicken, yolk, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.31,1370,331,51,16.1,28.2,3,0,1.5,124,5.7,8,378,99,48,2.38,53,427,427,427,0,0.15,0.32,0,96,96,3,0,Flesh foods 
7013,"Goat blood, raw","Goat blood, raw","MEAT, POULTRY AND EGGS",,1,290,69,86.4,3.8,[3.9],4.9,0,1.1,[8],27.2,[6],23,169,[216],[0.65],[12],-,-,-,-,-,-,-,-,-,-,-,Flesh foods 
7014,"Goat, lean, raw","Goat, lean, raw","MEAT, POULTRY AND EGGS",,0.71,500,119,74.6,19.5,4.3,0.6,0,1,10,7.2,29,276,243,156,3.66,22,7,7,7,0,0.17,0.23,4.4,2,2,3.09,0.4,Flesh foods 
7043,"Goat, lean, boiled (without salt)","Goat, lean, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.62,731,174,62,29.1,6.4,0,0,1.6,12,9.9,34,317,217,137,5.46,33,8,8,8,0,tr,0.28,3.8,2,2,3,0,Flesh foods 
7044,"Goat, lean, grilled (without salt and fat)","Goat, lean, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,0.63,710,169,63.1,28.3,6.2,0,0,1.5,14,9.6,35,332,281,189,5.03,32,9,9,9,0,0.17,0.3,5.2,2,2,3,1,Flesh foods 
7015,"Goat liver, raw","Goat liver, raw","MEAT, POULTRY AND EGGS",,0.99,485,115,74.8,20.2,[3.9],0,0,1.3,12,6.6,18,308,225,64,3.48,48,15700,15700,15700,0,0.2,0.37,12.9,[178],[178],64,14,Flesh foods 
7045,"Goat, liver, boiled (without salt)","Goat, liver, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.99,740,176,61.9,30.5,6,0,0,2,14,9.4,22,326,205,58,5.27,73,19000,19000,19000,0,0.21,0.49,9.8,175,175,0,0,Flesh foods 
7016,"Goat, medium fat, raw","Goat, medium fat, raw","MEAT, POULTRY AND EGGS",,0.74,695,166,68.2,18.6,8.6,3.5,0,1,10,1.9,22,237,198,121,3.26,26,18,18,18,0,0.16,0.18,3.7,1,1,2.34,0.8,Flesh foods 
7046,"Goat, medium fat, boiled (without salt)","Goat, medium fat, boiled (without salt)","MEAT, POULTRY AND EGGS",,0.66,820,196,56,27.8,9.4,0,0,1.5,12,2.7,25,273,177,106,4.86,38,20,20,20,0,0.13,0.22,3.3,1,1,2,1,Flesh foods 
7047,"Goat, medium fat, grilled (without salt and fat)","Goat, medium fat, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,0.66,804,192,57.1,26.9,9.3,0,0,1.5,14,2.6,26,286,229,147,4.48,37,21,21,21,0,0.16,0.23,4.4,1,1,3,1,Flesh foods 
7017,"Guinea fowl, meat, with skin","Guinea fowl, meat, with skin","MEAT, POULTRY AND EGGS",,1,471,112,75.2,20.5,[3.2],0.1,0,0.9,31,2.2,21,187,240,58,1.48,24,2,2,2,0,0.02,0.18,3.6,4,4,0.27,1,Flesh foods 
7018,"Lamb liver, raw","Lamb liver, raw","MEAT, POULTRY AND EGGS",,1,675,161,67.6,20.4,7.5,3.1,0,1.5,10,8.3,18,413,326,67,4.22,57,31400,31400,31400,46,0.3,2.25,10.9,759,759,90,20,Flesh foods 
7048,"Lamb, liver, boiled (without salt)","Lamb, liver, boiled (without salt)","MEAT, POULTRY AND EGGS",,1,811,193,54.5,30.8,7.8,0,0,2.3,12,12,22,438,296,61,6.39,86,38100,38100,38100,56,0.32,3,8.3,748,748,89,21,Flesh foods 
7019,"Lamb, raw (unspecified part)","Lamb, raw (unspecified part)","MEAT, POULTRY AND EGGS",,1,1120,269,60,17,[22.7],0,0,1,12,1.7,22,150,230,60,3.33,20,0,0,0,0,0.12,0.23,6.1,18,18,2.39,[0],Flesh foods 
7049,"Lamb, unspecified part, boiled (without salt)","Lamb, unspecified part, boiled (without salt)","MEAT, POULTRY AND EGGS",,1,1430,344,47.2,25.4,26.9,0,0,1.5,14,2.5,21,179,189,54,4.97,30,0,0,0,0,0.07,0.18,4.6,16,16,2,0,Flesh foods 
7050,"Lamb, unspecified part, grilled (without salt and fat)","Lamb, unspecified part, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,1,1400,338,48.3,24.6,26.6,0,0,1.4,17,2.3,27,185,283,74,4.83,29,0,0,0,0,0.1,0.29,7.1,18,18,3,0,Flesh foods 
7020,"Pork, meat, raw (unspecified part)","Pork, meat, raw (unspecified part)","MEAT, POULTRY AND EGGS",,1,1190,286,57.2,18.9,[23.5],0,0,0.7,25,1.1,13,178,253,58,1.59,28,0,0,0,0,0.63,0.17,3.8,4,4,0.6,[0],Flesh foods 
7051,"Pork, meat, unspecified part, boiled (without salt)","Pork, meat, unspecified part, boiled (without salt)","MEAT, POULTRY AND EGGS",,1,1550,374,41.8,29.1,28.6,0,0,1.1,30,1.8,12,164,195,40,2.45,44,0,0,0,0,0.29,0.18,2.9,4,4,1,0,Flesh foods 
7052,"Pork, meat, unspecified part, grilled (without salt and fat)","Pork, meat, unspecified part, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,1,1480,356,44.9,27,27.6,0,0,1,26,1.3,18,228,307,75,2.27,41,0,0,0,0,0.63,0.21,4.3,5,5,1,0,Flesh foods 
7021,"Rabbit meat, raw","Rabbit meat, raw","MEAT, POULTRY AND EGGS",,1,636,151,67,24.4,4.8,2.5,0,1.3,12,1,18,290,370,53,1.6,25,10,10,10,0,0.46,0.06,7.5,11,11,5.3,0,Flesh foods 
7053,"Rabbit meat, stewed (without salt)","Rabbit meat, stewed (without salt)","MEAT, POULTRY AND EGGS",,1,872,207,51.4,35.8,7.1,0,0,2,15,1.5,17,341,299,47,2.35,37,12,12,12,0,0.27,0.05,5.5,10,10,5,0,Flesh foods 
7054,"Rabbit meat, roasted (without salt and fat)","Rabbit meat, roasted (without salt and fat)","MEAT, POULTRY AND EGGS",,1,674,160,62.4,27.7,5.5,0,0,1.5,13,1.1,17,280,336,51,1.82,28,9,9,9,0,0.31,0.05,6,10,10,4,0,Flesh foods 
7022,"Sausage, beef, raw","Sausage, beef, raw","MEAT, POULTRY AND EGGS",,1,989,238,57.5,12,[16.3],9.7,2.2,2.3,42,1,26,492,279,679,3.42,79,129,134,125,54,0.03,0.1,2.6,9,9,1.42,0,Flesh foods 
7055,"Sausage, beef, grilled (without salt and fat)","Sausage, beef, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,1,927,223,48.1,16.1,17,0,3,3,57,1.6,35,623,316,815,4.55,106,155,161,150,65,0.03,0.13,2.9,10,10,2,0,Flesh foods 
7023,"Sausage, frankfurters","Sausage, frankfurters","MEAT, POULTRY AND EGGS",,1,1130,274,60,10,[25],1.6,1.5,1.9,78,1.5,11,150,75,1000,2.3,7,9,11,7,24,0.04,0.08,0.9,3,3,1.1,0,Flesh foods 
7056,"Sausage, frankfurters, boiled (without salt)","Sausage, frankfurters, boiled (without salt)","MEAT, POULTRY AND EGGS",,1,1130,272,59.2,10.3,25.3,0,2,2,68,1.5,11,155,66,876,2.37,7,8,10,6,23,0.03,0.07,0.7,2,2,1,0,Flesh foods 
7024,"Sausage, liver, raw","Sausage, liver, raw","MEAT, POULTRY AND EGGS",,1,1330,322,52,13,28.5,3.4,0,3.1,30,6.4,12,230,170,900,2.3,58,8310,8310,8310,0,0.2,1.6,4.3,30,30,13.46,0,Flesh foods 
7057,"Sausage, liver, grilled (without salt and fat)","Sausage, liver, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,1,1530,369,40.7,17.3,33.3,0,0,4.1,40,8.5,16,291,193,1080,3.07,77,9970,9970,9970,0,0.2,2.03,4.9,34,34,18,0,Flesh foods 
7025,"Sausage, pork, raw","Sausage, pork, raw","MEAT, POULTRY AND EGGS",,1,1420,343,51,11.5,[32],1.7,1.3,2.5,25,1.1,15,160,160,720,1.7,26,26,27,25,13,0.04,0.12,2.7,21,21,0.6,0,Flesh foods 
7058,"Sausage, pork, boiled (without salt)","Sausage, pork, boiled (without salt)","MEAT, POULTRY AND EGGS",,1,1470,355,48,12.5,33.6,0,1,2.7,23,1.1,16,174,148,665,1.85,28,26,27,24,13,0.03,0.12,2.2,15,15,0,0,Flesh foods 
7059,"Sausage, pork, grilled (without salt and fat)","Sausage, pork, grilled (without salt and fat)","MEAT, POULTRY AND EGGS",,1,1730,419,37.4,16,39,0,2,3.5,34,1.5,21,211,189,900,2.36,36,33,34,31,16,0.04,0.16,3.2,25,25,1,0,Flesh foods 
7026,"Quail, flesh & skin, raw","Quail, flesh & skin, raw","MEAT, POULTRY AND EGGS",,0.54,729,175,69.7,19.1,11.5,0,0,1,10,2.6,24,243,358,49,1.58,16,47,47,47,0,0.17,0.39,7.1,8,8,0.82,6,Flesh foods 
1001,"Amaranth, whole grain, dry, raw","Amaranth, whole grain, dry, raw",CEREALS AND CEREAL PRODUCTS,,1,1520,360,10,14.7,5.6,59.2,7.5,3.1,162,9.5,270,397,413,3,2.5,21,0,0,0,0,0.07,0.21,0.5,82,82,0,1,"Grains, roots and tubers "
1046,"Amaranth, whole grain, dry, stewed (without salt)","Amaranth, whole grain, dry, stewed (without salt)",CEREALS AND CEREAL PRODUCTS,,1,510,121,69.8,4.9,1.9,19.9,2.5,1.1,56,3.2,91,133,139,3,0.85,7,0,0,0,0,0.02,0.07,0.2,22,22,0,0,"Grains, roots and tubers "
1002,"Amaranth, whole grain, flour","Amaranth, whole grain, flour",CEREALS AND CEREAL PRODUCTS,,1,1540,365,10.2,13.8,6.3,59.6,7.1,3,161,8.9,259,405,461,3,2.7,20,0,0,0,1,0.08,0.15,0.7,,,0,1,"Grains, roots and tubers "
1003,"Biscuit, Savoury","Biscuit, Savoury",CEREALS AND CEREAL PRODUCTS,,1,2060,492,4.5,6.6,24.9,58.9,3.3,1.9,38,1.4,27,177,161,637,0.83,15,8,10,7,15,0.16,0.06,1.3,21,21,0,3,"Grains, roots and tubers "
1004,"Biscuit, Sweet","Biscuit, Sweet",CEREALS AND CEREAL PRODUCTS,,1,1930,460,4.3,6.1,17.2,69.3,2.1,1.1,45,1.4,19,98,158,298,0.6,10,40,42,38.5,20,0.09,0.03,0.7,23,23,0.1,7,"Grains, roots and tubers "
1005,"Bread, Brown","Bread, Brown",CEREALS AND CEREAL PRODUCTS,,1,1040,245,36,8,[1.5],46.9,5.9,1.7,56,2.6,58,134,191,446,1.3,13,0,0,0,0,0.22,0.01,3.4,37,37,0.05,0,"Grains, roots and tubers "
1006,"Bread, Sweet","Bread, Sweet",CEREALS AND CEREAL PRODUCTS,,1,1540,368,23.5,8.3,14.4,50.6,1.5,1.8,80,1.9,18,147,227,369,0.8,20,74,77,70,43,0.2,0.16,2.3,33,33,0.23,0.6,"Grains, roots and tubers "
1007,"Bread, White","Bread, White",CEREALS AND CEREAL PRODUCTS,,1,1050,249,36.9,7.7,1.9,48.8,3.1,1.7,37,1.7,27,95,120,466,0.8,10,0,0,0,0,0.16,0.06,3.8,28,28,0.07,0,"Grains, roots and tubers "
1008,"Breakfast cereal, flakes of corn, fortified (iron, thiamine, riboflavin, niacin and folate)","Breakfast cereal, flakes of corn, fortified (iron, thiamine, riboflavin, niacin and folate)",CEREALS AND CEREAL PRODUCTS,,1,1580,372,3.5,7.5,0.7,82.6,2.95,2.8,3.2,10.2,13,45,110,1090,0.2,5.5,11,21,0,128,1,1.5,17.7,422*,4,0,[0],"Grains, roots and tubers "
1009,"Breakfast cereal, flakes of corn","Breakfast cereal, flakes of corn",CEREALS AND CEREAL PRODUCTS,,1,1580,373,3.5,7.5,0.7,83,2.6,2.8,3,0.4,13,45,110,1090,0.2,9,10,21,0,125,tr,0.08,0.8,4,4,0,[0],"Grains, roots and tubers "
1010,"Breakfast cereal, wheat biscuits, Weetabix type","Breakfast cereal, wheat biscuits, Weetabix type",CEREALS AND CEREAL PRODUCTS,,1,1550,366,3.8,11.5,1.9,70.7,9.9,2.1,30,7.6,125,308,392,360,2,5.1,0,0,0,0,1,1.24,11,53,53,0,0,"Grains, roots and tubers "
1011,"Buns, Currant","Buns, Currant",CEREALS AND CEREAL PRODUCTS,,1,1290,306,29,7,6.8,52.8,2.9,1.5,90,2.5,27,100,210,100,0.6,9,0,0,0,1,0.2,0.03,2.1,12,12,0,[0],"Grains, roots and tubers "
1012,"Cake or cupcake, plain butter cake, commercial","Cake or cupcake, plain butter cake, commercial",CEREALS AND CEREAL PRODUCTS,,1,1530,363,25.9,7.1,15.3,48.8,1.1,1.9,63,1,14,310,110,480,0.5,7,50,53,46,42.5,0.06,0.14,0.7,9,8.5,0.15,0,"Grains, roots and tubers "
1013,"Cake, Fruit","Cake, Fruit",CEREALS AND CEREAL PRODUCTS,,1,1550,368,20,4,12.3,58.8,3.1,1.8,75,2,23,106,347,170,0.5,4,8,12,5,41,0.1,0.1,0.2,0,0,0.2,0,"Grains, roots and tubers "
1014,"Cake, Sponge, homemade","Cake, Sponge, homemade",CEREALS AND CEREAL PRODUCTS,,1,1940,465,15,6.5,26.7,49.1,1.1,1.6,140,1.4,12,246,105,350,0.6,7,323,338,309,173,0.04,0.13,0.5,9,9,0.9,0,"Grains, roots and tubers "
1015,"Cake, Sponge, without fat","Cake, Sponge, without fat",CEREALS AND CEREAL PRODUCTS,,1,1280,304,30,10,6.3,51.2,1.2,1.3,70,2,15,137,136,80,0.9,14,73,73,73,tr,0.1,0.25,0.5,16,16,1.6,0,"Grains, roots and tubers "
1016,Cakes (Various Fancy Iced),Cakes (Various Fancy Iced),CEREALS AND CEREAL PRODUCTS,,1,1730,412,15.7,13,16.8,51.5,1.1,1.9,45,1.5,10,148,147,250,0.3,3,0,0,tr,tr,0.03,0.5,0.5,7,7,0.2,0,"Grains, roots and tubers "
1017,"Cornflour, from maize starch","Cornflour, from maize starch",CEREALS AND CEREAL PRODUCTS,,1,1510,355,10.6,0.5,0.4,87.1,0.6,0.8,12,0.7,3,24,7,10,0.2,2,0,0,0,0,0.02,0,0.2,1,1,0,0,"Grains, roots and tubers "
1018,"Maize, grain, white variety, whole, dry, raw","Maize, grain, white variety, whole, dry, raw",CEREALS AND CEREAL PRODUCTS,,1,1450,345,13.6,7.94,4.5,63.4,9.4,1.2,24,2.6,75,367,226,12,1.88,8,0,0,0,0,0.25,0.1,2,71,71,0,0,"Grains, roots and tubers "
1047,"Maize, grain, white variety, whole, dry, boiled, drained (without salt)","Maize, grain, white variety, whole, dry, boiled, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,469,111,72.1,2.6,1.5,20.5,3,0.4,9,0.8,25,112,59,5,0.58,3,0,0,0,0,0.04,0.02,0.5,16,16,0,0,"Grains, roots and tubers "
1048,"Maize, grain, white variety, whole, dry, stewed (without salt)","Maize, grain, white variety, whole, dry, stewed (without salt)",CEREALS AND CEREAL PRODUCTS,,1,469,111,72.1,2.6,1.5,20.5,3,0.4,9,0.8,25,118,73,6,0.61,3,0,0,0,0,0.06,0.03,0.6,18,18,0,0,"Grains, roots and tubers "
1019,"Maize, grain, yellow variety, whole, dry, raw","Maize, grain, yellow variety, whole, dry, raw",CEREALS AND CEREAL PRODUCTS,,1,1430,340,12.7,8.3,3.7,62.5,11.9,1,7,3.9,104,216,346,7,2.3,8.5,20,40,0,241,0.5,0.12,2.2,33,33,0,0,"Grains, roots and tubers "
1049,"Maize, grain, yellow variety, whole, dry, boiled, drained (without salt)","Maize, grain, yellow variety, whole, dry, boiled, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,463,110,71.8,2.7,1.2,20.2,3.8,0.4,4,1.3,34,66,90,4,0.7,3,6,12,0,70,0.08,0.03,0.5,7,7,0,0,"Grains, roots and tubers "
1050,"Maize, grain, yellow variety, whole, dry, stewed, drained (without salt)","Maize, grain, yellow variety, whole, dry, stewed, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,,334,79,79.6,1.9,0.9,14.5,2.8,0.3,3,0.9,25,50,81,4,0.53,2,4,9,0,53,0.09,0.03,0.5,6,6,0,0,"Grains, roots and tubers "
1020,"Maize meal, sifted, fortified, packaged, raw","Maize meal, sifted, fortified, packaged, raw",CEREALS AND CEREAL PRODUCTS,,1,1490,352,12.7,6.8,3,72.3,4.5,0.7,20,3.6,50,229,150,12,4.36,0,71,71,71.4,0,0.5,0.31,3.69,523*,18,0,0,"Grains, roots and tubers "
1021,"Maize, White, Degermed (Muthokoi)","Maize, White, Degermed (Muthokoi)",CEREALS AND CEREAL PRODUCTS,,1,1430,338,13.5,7.3,1.7,71.4,3.9,2.2,3,0.5,19,50,90,7,0.5,0,0,0,0,1.5,0.12,0.01,0.5,10,10,0,0,"Grains, roots and tubers "
1022,"Maize, whole, flour, raw","Maize, whole, flour, raw",CEREALS AND CEREAL PRODUCTS,,1,1450,345,13.6,7.9,4.5,63.4,9.4,1.2,9,2.6,110,323,258,12,1.88,9,0,0,0,0,0.25,0.1,2,71,71,0,0,"Grains, roots and tubers "
1023,"Green Maize, white, whole, grain, fresh, raw","Green Maize, white, whole, grain, fresh, raw",CEREALS AND CEREAL PRODUCTS,,0.68,655,157,55.1,4.1,2.5,21.4,16.1,0.8,18,1.2,39,188,188,8,1.95,5,8,16,0,98,0.18,0.1,1.55,78,78,0,0.9,"Grains, roots and tubers "
1051,"Green maize, white, whole, grain, fresh, boiled, drained (without salt)","Green maize, white, whole, grain, fresh, boiled, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,0.69,612,146,58,3.8,2.3,20,15,0.8,17,1.1,36,167,141,6,1.73,5,7,14,0,82,0.08,0.07,1.1,51,51,0,1,"Grains, roots and tubers "
1052,"Green Maize, white, whole, grain, fresh, stewed (without salt)","Green Maize, white, whole, grain, fresh, stewed (without salt)",CEREALS AND CEREAL PRODUCTS,,0.62,850,203,41.7,5.3,3.2,27.8,20.9,1.1,23,1.6,50,245,244,10,2.53,7,10,20,0,121,0.17,0.13,1.9,81,81,0,1,"Grains, roots and tubers "
1024,"Millet, bulrush, flour","Millet, bulrush, flour",CEREALS AND CEREAL PRODUCTS,,1,1490,354,11,10.5,5.3,61.8,8.8,2.7,32,32.4,84,263,291,4,4.14,34,0,0,0,0,0.27,0.17,1.5,162,162,0,3,"Grains, roots and tubers "
1025,"Millet, bulrush, grain, dry, raw","Millet, bulrush, grain, dry, raw",CEREALS AND CEREAL PRODUCTS,,1,1490,354,11,9.8,5.3,62.5,8.8,2.7,32,6.3,84,427,291,4,4.14,25,2,5,0,28,0.27,0.17,1.5,162,162,0,[3],"Grains, roots and tubers "
1053,"Millet, bulrush, whole, grain, dry, boiled, drained (without salt)","Millet, bulrush, whole, grain, dry, boiled, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,623,148,62.9,4.1,2.2,26,3.6,1.1,15,2.6,36,169,97,3,1.64,11,1,2,0,11,0.06,0.05,0.5,47,47,0,1,"Grains, roots and tubers "
1054,"Millet, bulrush, whole, grain, dry, stewed, drained (without salt)","Millet, bulrush, whole, grain, dry, stewed, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,623,148,62.9,4.1,2.2,26,3.6,1.1,15,2.6,36,178,122,3,1.73,11,1,2,0,11,0.08,0.07,0.6,54,54,0,1,"Grains, roots and tubers "
1026,"Millet, finger, flour","Millet, finger, flour",CEREALS AND CEREAL PRODUCTS,,1,1290,306,11.3,7.4,2,53.3,22.6,3.5,344,18.5,154,183,538,2,1.7,2.7,0,0,0,2,0.19,0.04,4.6,93,93,0,0,"Grains, roots and tubers "
1027,"Millet, Finger, grain, dried, raw    ","Millet, Finger, grain, dried, raw    ",CEREALS AND CEREAL PRODUCTS,,1,1280,305,11.3,7.38,[1.9],53.5,22.6,3.5,344,11.3,154,183,538,2,1.7,15.3,0,0,0,2,0.19,0.04,4.6,93,93,0,0,"Grains, roots and tubers "
1028,Millet Yeast (germinated millet seeds),Millet Yeast (germinated millet seeds),CEREALS AND CEREAL PRODUCTS,,1,1270,302,12.7,7.4,[1.9],52.7,[22.6],2.9,859,27.6,180,245,81,6,[1.64],[15],0,0,0,0,0.16,[0.04],[4.5],[93],[90],0,[0],"Grains, roots and tubers "
1029,"Oat bran, unprocessed, uncooked","Oat bran, unprocessed, uncooked",CEREALS AND CEREAL PRODUCTS,,1,1570,373,5.6,10.7,7.5,57.8,15.5,2.9,54,4.4,153,491,362,12,3.2,45,0,0,0,0,0.76,0.14,0.8,33,33,0,0,"Grains, roots and tubers "
1030,"Pasta, macaroni, plain, dry, raw-imported","Pasta, macaroni, plain, dry, raw-imported",CEREALS AND CEREAL PRODUCTS,,1,1570,370,7.1,13.7,1.5,73.8,3.3,0.7,21,1.9,44,148,147.6,5.2,0.6,13,0,0,0,0,0.07,0.03,1.1,17,17,0,0,"Grains, roots and tubers "
1065,"Pasta, macaroni, plain, dry, imported, boiled, drained (without salt)","Pasta, macaroni, plain, dry, imported, boiled, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,637,150,62.2,5.6,0.6,30,1.4,0.3,10,0.6,16,57,36,3,0.25,5,0,0,0,0,0.03,0.01,0.4,5,5,0,0,"Grains, roots and tubers "
1066,"Pasta, macaroni, plain, dry, imported boiled in recipe (without salt)","Pasta, macaroni, plain, dry, imported boiled in recipe (without salt)",CEREALS AND CEREAL PRODUCTS,,,637,150,62.2,5.6,0.6,30,1.4,0.3,10,0.8,18,60,60,4,0.25,5,0,0,0,0,0.02,0.01,0.4,5,5,0,0,"Grains, roots and tubers "
1031,"Pasta, spaghetti, dry, raw-imported","Pasta, spaghetti, dry, raw-imported",CEREALS AND CEREAL PRODUCTS,,1,1500,354,10.6,12.7,1.4,71,3.2,1.1,18,1,30,172,142,5,0.6,12,0,0,0,0,0.07,0.06,1.1,16,16,0,0,"Grains, roots and tubers "
1063,"Pasta, spaghetti, dry, imported, boiled, drained (without salt)","Pasta, spaghetti, dry, imported, boiled, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,517,122,69.1,4.4,0.5,24.5,1.1,0.4,8,0.3,9,56,30,3,0.21,4,0,0,0,0,0.02,0.02,0.3,4,4,0,0,"Grains, roots and tubers "
1064,"Pasta, spaghetti, dry, imported, boiled in recipe (without salt)","Pasta, spaghetti, dry, imported, boiled in recipe (without salt)",CEREALS AND CEREAL PRODUCTS,,1,517,122,69.1,4.4,0.5,24.5,1.1,0.4,8,0.3,11,59,49,4,0.21,4,0,0,0,0,0.02,0.02,0.3,4,4,0,0,"Grains, roots and tubers "
1032,"Rice, Flour","Rice, Flour",CEREALS AND CEREAL PRODUCTS,,1,1490,352,11.9,6,1.1,78.4,2.1,0.5,14,0.8,37,146,155,2,0.95,12,0,0,0,0,0.12,0.03,2.9,7,7,0,0,"Grains, roots and tubers "
1033,"Rice, parboiled, raw ","Rice, parboiled, raw ",CEREALS AND CEREAL PRODUCTS,,1,1460,345,12,7,0.5,76.2,3.7,0.6,9,1.7,26,125,100,6,1.06,1,0,0,0,0,0.25,0.02,2.5,[10],[10],0,0,"Grains, roots and tubers "
1060,"Rice, parboiled, boiled (without salt)","Rice, parboiled, boiled (without salt)",CEREALS AND CEREAL PRODUCTS,,,505,119,69.6,2.4,0.2,26.3,1.3,0.2,5,0.6,10,43,35,4,0.36,0,0,0,0,0,0.06,0.01,0.8,3,3,0,0,"Grains, roots and tubers "
1034,"Rice, white, milled, polished grain, dry, raw ","Rice, white, milled, polished grain, dry, raw ",CEREALS AND CEREAL PRODUCTS,,1,1500,353,12.2,7.6,1,78.1,0.7,0.4,21,0.9,23,144,59,17,1.32,1,0,0,0,0,0.07,0.11,1.1,[9],[9],0,0,"Grains, roots and tubers "
1059,"Rice, white, milled, polished grain, dry, boiled (without salt)","Rice, white, milled, polished grain, dry, boiled (without salt)",CEREALS AND CEREAL PRODUCTS,,,503,119,70.5,2.6,0.3,26.2,0.2,0.2,9,0.3,8,48,20,8,0.44,0,0,0,0,0,0.02,0.04,0.4,2,2,0,0,"Grains, roots and tubers "
1035,Semolina,Semolina,CEREALS AND CEREAL PRODUCTS,,1,1460,345,11.8,10.9,1.1,70.5,4.9,0.8,16,1.6,35,102,196,2,1.17,9,0,0,0,2,0.12,0.05,1.9,57,57,0,0,"Grains, roots and tubers "
1036,"Scone, plain, commercial","Scone, plain, commercial",CEREALS AND CEREAL PRODUCTS,,1,1570,375,21,7.5,[15],51.4,2.1,3,56,1.5,15,107,128,800,0.7,2,95,102,87,90,0.09,0.1,0.5,19,19,0.4,0,"Grains, roots and tubers "
1037,"Sorghum, Grain, Red, Dried, Raw","Sorghum, Grain, Red, Dried, Raw",CEREALS AND CEREAL PRODUCTS,,1,1420,336,11.6,9.3,3.5,59.9,14,1.8,10,3,150,296,387,6,1.97,21,0,1,0,4,0.24,0.11,3.3,64,64,0,0,"Grains, roots and tubers "
1057,"Sorghum, whole, grain, red, dried, boiled, drained (without salt)","Sorghum, whole, grain, red, dried, boiled, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,590,140,63.1,3.9,1.5,24.9,5.8,0.8,6,1.4,63,117,129,4,0.78,9,0,0,0,2,0.05,0.04,1,19,19,0,0,"Grains, roots and tubers "
1058,"Sorghum, whole, grain, red, dried, stewed, drained (without salt)","Sorghum, whole, grain, red, dried, stewed, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,590,140,63.1,3.9,1.5,24.9,5.8,0.8,6,1.4,63,123,162,4,0.82,9,0,0,0,2,0.08,0.05,1.3,21,21,0,0,"Grains, roots and tubers "
1038,"Sorghum, Grain, Red, Flour","Sorghum, Grain, Red, Flour",CEREALS AND CEREAL PRODUCTS,,1,1420,336,11.6,9.3,3.5,59.9,14,1.8,10,3,150,296,387,6,1.97,12,0,0,0,0,0.24,0.11,3.3,,,0,0,"Grains, roots and tubers "
1039,"Sorghum, grain, white, dry, raw","Sorghum, grain, white, dry, raw",CEREALS AND CEREAL PRODUCTS,,1,1440,341,11.8,10.8,3.5,60.5,11.9,1.5,18,6.4,101,356,233,6,1.69,21,1,3,0,17,0.24,0.11,3.3,64,64,0,0,"Grains, roots and tubers "
1055,"Sorghum, whole, grain white, dry, boiled, drained (without salt)","Sorghum, whole, grain white, dry, boiled, drained (without salt)",CEREALS AND CEREAL PRODUCTS,,1,599,142,63.2,4.5,1.5,25.2,4.9,0.6,9,2.7,43,141,78,4,0.67,9,1,1,0,6,0.05,0.04,1,19,19,0,0,"Grains, roots and tubers "
